"","clust","dim 1","dim 2","dim 3","per agent - food consumers","per agent - food retailers","per agent - food distributors transporters","per agent - food producers","per agent - generic agents","per agent - food traders","per agent - non-food agents other","per agent - no agents","per agent - political entities","per agent - food storers and processors","modelling - primary or secondary","per model - biophysical domain","modelling - data quan spatial","per model - economic domain","per model - logistic domain","per model - social domain","per model - ABM","per model - cellular automata","per model - CGE model","per model - mathematical other","per model - microsimulation model","per model - optimisation","per model - PE model","per model - statistical/econometric","per model - system dynamics model","modelling - aggregated quantitative","modelling - disaggregated qualitative","modelling - disaggregated quantitative","food - consumption","food - distribution & transport","food - production*","food - retail","food - storage and processing","food - trade & wholesale","food - cereals & cereal products","food - compisite foods*","food - composite crops*","food - fodder crops and derived products","food - fruits and derived products","food - livestock and animal sourced foods**","food - non-food crops and derived products**","food - oil crops and vegetable oils and fats**","food - pulses, nuts, and derived products**","food - roots and tubers, and derived products","food - seeds for planting*","food - stimulant crops, sugar crops, derived products, and additives**","food - vegetables and derived products","spatial & temporal - spatial extent [m2]","spatial & temporal - temporal resolution [d]","spatial & temporal - temporal extent [d]","spatial & temporal - spatial resolution [m2]","spatial & temporal - ref quan scale","spatial & temporal - geographic representation","spatial & temporal - hypothetical representation","spatial - East Asia & Pacific","spatial - Europe & Central Asia","spatial - Latin America & Caribbean","spatial - Middle East & North Africa","spatial - NA","spatial - North America","spatial - South Asia","spatial - Sub-Saharan Africa","per measure - communal","per measure - process-based simulation","per measure - spatially targeted?","per measure - private","per measure - public","per measure - effect-based simulation","gov - obj access","gov - obj availability","gov - obj environmental/climate","gov - obj health & wellbeing","gov - obj infrastructure, logistics & technology","gov - obj macro-economic","gov - obj other","gov - obj stability","gov - obj utilisation","gov - At-large processing","gov - At-large storage and custody","gov - At-large treatment","gov - Bearer-directed payments","gov - Bespoke messages","gov - Bounties","gov - Conditional tokens","gov - Conduits","gov - Contracts","gov - Enablements","gov - Group-targeted constraints","gov - Group-targeted messages","gov - Group-targeted transportation and distribution","gov - Group treatnent","gov - Open compacts","gov - Open permits","gov - Packaged self-serve messages","gov - Processing","gov - Propaganda","gov - Standard constraints","gov - Storage and custody","gov - Transfers","gov - Transport and distribution","per effect - intended?","per effect - global impact","per effect - impact within jurisdiction","per effect - impact outside jurisdiction","aff food consumers","aff food distributors transporters","aff food producers","aff food retailers","aff food storers and processors","aff food traders","aff generic agents","aff other non-food agents","aff political entities","FS - access","FS - availability","FS - stability","FS - utilisation","Document"
"772","2",-0.774673074262997,1.36243779372881,0.0762675749244531,"no","no","no","yes","yes","no","no","no","no","no","secondary","yes",2,"yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes",5.37023e+11,365,3652,900,5,"no","no","no","no","no","no","no","no","no","yes","unclear","concrete","no","unclear","unclear","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Gies 2014"
"773","2",-1.25945343591669,1.19905206162912,0.0578211988952992,"no","no","no","yes","yes","no","no","no","no","no","secondary","yes",2,"yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes",5.37023e+11,365,3652,900,5,"no","no","no","no","no","no","no","no","no","yes","unclear","concrete","no","unclear","unclear","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","Gies 2014"
"774","2",-0.91778982261739,1.03573459692212,0.350090398645586,"no","no","no","yes","yes","no","no","no","no","no","secondary","yes",2,"yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes",5.37023e+11,365,3652,900,5,"no","no","no","no","no","no","no","no","no","yes","unclear","concrete","no","unclear","unclear","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","Gies 2014"
"776","2",-0.436810242282707,1.37621193956784,0.0697629720959921,"no","no","no","yes","yes","no","no","no","no","no","secondary","yes",0,"yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes",5.37023e+11,365,3652,900,5,"no","no","no","no","no","no","no","no","no","yes","unclear","concrete","no","unclear","unclear","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Gies 2014"
"777","2",-0.450537647705402,1.49556209607477,0.128063731920838,"no","no","no","yes","yes","no","no","no","no","no","secondary","yes",0,"yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes",5.37023e+11,365,3652,900,5,"no","no","no","no","no","no","no","no","no","yes","unclear","concrete","no","unclear","unclear","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Gies 2014"
"778","2",-0.935318009359098,1.33217636397508,0.109617355891684,"no","no","no","yes","yes","no","no","no","no","no","secondary","yes",0,"yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes",5.37023e+11,365,3652,900,5,"no","no","no","no","no","no","no","no","no","yes","unclear","concrete","no","unclear","unclear","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","Gies 2014"
"779","2",-0.593654396059794,1.16885889926808,0.40188655564197,"no","no","no","yes","yes","no","no","no","no","no","secondary","yes",0,"yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes",5.37023e+11,365,3652,900,5,"no","no","no","no","no","no","no","no","no","yes","unclear","concrete","no","unclear","unclear","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","Gies 2014"
"781","2",-0.761622523543893,1.25469257043171,0.0127095994356566,"no","no","no","yes","yes","no","no","no","no","no","secondary","yes",2,"yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes",5.37023e+11,30,3652,900,5,"no","no","no","no","no","no","no","no","no","yes","unclear","concrete","no","unclear","unclear","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Gies 2014"
"782","2",-0.775349928966587,1.37404272693863,0.071010359260502,"no","no","no","yes","yes","no","no","no","no","no","secondary","yes",2,"yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes",5.37023e+11,30,3652,900,5,"no","no","no","no","no","no","no","no","no","yes","unclear","concrete","no","unclear","unclear","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Gies 2014"
"783","2",-1.26013029062028,1.21065699483894,0.0525639832313482,"no","no","no","yes","yes","no","no","no","no","no","secondary","yes",2,"yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes",5.37023e+11,30,3652,900,5,"no","no","no","no","no","no","no","no","no","yes","unclear","concrete","no","unclear","unclear","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","Gies 2014"
"784","2",-0.91846667732098,1.04733953013194,0.344833182981634,"no","no","no","yes","yes","no","no","no","no","no","secondary","yes",2,"yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes",5.37023e+11,30,3652,900,5,"no","no","no","no","no","no","no","no","no","yes","unclear","concrete","no","unclear","unclear","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","Gies 2014"
"786","2",-0.598877955561503,1.30964978839486,0.0438648935978006,"no","no","no","yes","yes","no","no","no","no","no","secondary","yes",1,"yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes",5.37023e+11,365,3652,900,5,"no","no","no","no","no","no","no","no","no","yes","unclear","concrete","no","unclear","unclear","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Gies 2014"
"787","2",-0.612605360984198,1.42899994490179,0.102165653422646,"no","no","no","yes","yes","no","no","no","no","no","secondary","yes",1,"yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes",5.37023e+11,365,3652,900,5,"no","no","no","no","no","no","no","no","no","yes","unclear","concrete","no","unclear","unclear","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Gies 2014"
"788","2",-1.09738572263789,1.26561421280209,0.0837192773934923,"no","no","no","yes","yes","no","no","no","no","no","secondary","yes",1,"yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes",5.37023e+11,365,3652,900,5,"no","no","no","no","no","no","no","no","no","yes","unclear","concrete","no","unclear","unclear","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","Gies 2014"
"789","2",-0.75572210933859,1.1022967480951,0.375988477143778,"no","no","no","yes","yes","no","no","no","no","no","secondary","yes",1,"yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes",5.37023e+11,365,3652,900,5,"no","no","no","no","no","no","no","no","no","yes","unclear","concrete","no","unclear","unclear","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","Gies 2014"
"791","2",-0.119051378969433,2.72383065228083,3.37316290663946,"no","yes","no","no","yes","no","no","no","no","no","primary","yes",0,"yes","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","yes","no","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no",5.343e+09,2,30436,NA,2,"no","no","no","yes","no","no","no","no","no","no","no","concrete","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","Gokalp 2020"
"792","2",-0.0277894920449131,2.79740836897179,3.39037556489541,"no","yes","no","no","yes","no","no","no","no","no","secondary","yes",0,"yes","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","yes","no","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no",5.343e+09,2,30436,NA,2,"no","no","no","yes","no","no","no","no","no","no","no","concrete","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","Gokalp 2020"
"793","2",0.0978250089662132,2.6506348796796,3.05488754872426,"no","yes","no","no","yes","no","no","no","no","no","primary","yes",0,"yes","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","yes","no","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no",5.343e+09,2,30436,NA,2,"no","no","no","yes","no","no","no","no","no","no","no","concrete","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","Gokalp 2020"
"794","2",0.189086895890732,2.72421259637056,3.07210020698021,"no","yes","no","no","yes","no","no","no","no","no","secondary","yes",0,"yes","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","yes","no","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no",5.343e+09,2,30436,NA,2,"no","no","no","yes","no","no","no","no","no","no","no","concrete","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","Gokalp 2020"
"795","2",-1.00578050465046,1.87049152870488,0.45596695489904,"no","no","no","yes","no","no","no","no","no","no","secondary","yes",0,"yes","no","yes","yes","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes",NA,365,23376,NA,2,"no","no","no","no","no","no","no","no","yes","no","no","concrete","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Gunda 2017"
"796","2",-1.47683346088146,1.58775564009827,0.37921981904504,"no","no","no","yes","no","no","no","no","no","no","secondary","yes",0,"yes","no","yes","yes","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes",NA,365,23376,NA,2,"no","no","no","no","no","no","no","no","yes","no","no","concrete","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","Gunda 2017"
"797","2",-1.22703931082208,1.48505877693056,0.72923809288492,"no","no","no","yes","no","no","no","no","no","no","secondary","yes",0,"yes","no","yes","yes","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes",NA,365,23376,NA,2,"no","no","no","no","no","no","no","no","yes","no","no","concrete","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","Gunda 2017"
"798","2",-1.09704239157498,1.79691381201393,0.438754296643091,"no","no","no","yes","no","no","no","no","no","no","primary","yes",0,"yes","no","yes","yes","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes",NA,365,23376,NA,2,"no","no","no","no","no","no","no","no","yes","no","no","concrete","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Gunda 2017"
"799","2",-1.56809534780598,1.51417792340731,0.362007160789093,"no","no","no","yes","no","no","no","no","no","no","primary","yes",0,"yes","no","yes","yes","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes",NA,365,23376,NA,2,"no","no","no","no","no","no","no","no","yes","no","no","concrete","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","Gunda 2017"
"800","2",-1.3183011977466,1.41148106023961,0.712025434628972,"no","no","no","yes","no","no","no","no","no","no","primary","yes",0,"yes","no","yes","yes","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes",NA,365,23376,NA,2,"no","no","no","no","no","no","no","no","yes","no","no","concrete","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","Gunda 2017"
"801","3",2.10055683719818,0.207792500777313,-0.0316364025464871,"no","no","no","no","yes","no","no","no","yes","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",3.31212e+11,NA,NA,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","Ha 2015"
"802","3",2.26927953466606,0.169423794376759,-0.231668743228886,"no","no","no","no","yes","no","no","no","yes","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",3.31212e+11,NA,NA,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","Ha 2015"
"803","3",2.08682943177548,0.327142657284237,0.0266643572783582,"no","no","no","no","yes","no","no","no","yes","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",3.31212e+11,NA,NA,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","Ha 2015"
"804","3",1.99655695382516,0.223492275234294,0.00168863702496233,"no","no","no","no","yes","no","no","no","yes","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",3.31212e+11,NA,NA,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","Ha 2015"
"805","3",1.82783425635728,0.261860981634849,0.201720977707361,"no","no","no","no","yes","no","no","no","yes","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",3.31212e+11,NA,NA,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","Ha 2015"
"806","3",1.89203158949933,0.501136400281088,-0.410725996375421,"no","no","no","no","yes","no","no","no","yes","no","secondary","no",0,"yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",3.31212e+11,NA,NA,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","Ha 2015"
"807","3",2.06075428696721,0.462767693880534,-0.61075833705782,"no","no","no","no","yes","no","no","no","yes","no","secondary","no",0,"yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",3.31212e+11,NA,NA,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","Ha 2015"
"808","3",1.87830418407663,0.620486556788012,-0.352425236550576,"no","no","no","no","yes","no","no","no","yes","no","secondary","no",0,"yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",3.31212e+11,NA,NA,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","Ha 2015"
"809","3",1.78803170612631,0.516836174738069,-0.377400956803972,"no","no","no","no","yes","no","no","no","yes","no","secondary","no",0,"yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",3.31212e+11,NA,NA,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","Ha 2015"
"810","3",1.61930900865843,0.555204881138624,-0.177368616121573,"no","no","no","no","yes","no","no","no","yes","no","secondary","no",0,"yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",3.31212e+11,NA,NA,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","Ha 2015"
"811","3",1.93848912391938,0.141230349604333,-0.057534481044678,"no","no","no","no","yes","no","no","no","yes","no","secondary","no",1,"yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",3.31212e+11,NA,NA,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","Ha 2015"
"812","3",2.10721182138726,0.102861643203778,-0.257566821727077,"no","no","no","no","yes","no","no","no","yes","no","secondary","no",1,"yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",3.31212e+11,NA,NA,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","Ha 2015"
"813","3",1.92476171849669,0.260580506111256,0.000766278780167286,"no","no","no","no","yes","no","no","no","yes","no","secondary","no",1,"yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",3.31212e+11,NA,NA,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","Ha 2015"
"814","3",1.83448924054636,0.156930124061313,-0.0242094414732287,"no","no","no","no","yes","no","no","no","yes","no","secondary","no",1,"yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",3.31212e+11,NA,NA,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","Ha 2015"
"815","3",1.66576654307848,0.195298830461868,0.17582289920917,"no","no","no","no","yes","no","no","no","yes","no","secondary","no",1,"yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",3.31212e+11,NA,NA,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","Ha 2015"
"816","3",1.72996387622053,0.434574249108106,-0.436624074873612,"no","no","no","no","yes","no","no","no","yes","no","secondary","no",1,"yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",3.31212e+11,NA,NA,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","Ha 2015"
