"","clust","dim 1","dim 2","dim 3","per agent - food consumers","per agent - food retailers","per agent - food distributors transporters","per agent - food producers","per agent - generic agents","per agent - food traders","per agent - non-food agents other","per agent - no agents","per agent - political entities","per agent - food storers and processors","modelling - primary or secondary","per model - biophysical domain","modelling - data quan spatial","per model - economic domain","per model - logistic domain","per model - social domain","per model - ABM","per model - cellular automata","per model - CGE model","per model - mathematical other","per model - microsimulation model","per model - optimisation","per model - PE model","per model - statistical/econometric","per model - system dynamics model","modelling - aggregated quantitative","modelling - disaggregated qualitative","modelling - disaggregated quantitative","food - consumption","food - distribution & transport","food - production*","food - retail","food - storage and processing","food - trade & wholesale","food - cereals & cereal products","food - compisite foods*","food - composite crops*","food - fodder crops and derived products","food - fruits and derived products","food - livestock and animal sourced foods**","food - non-food crops and derived products**","food - oil crops and vegetable oils and fats**","food - pulses, nuts, and derived products**","food - roots and tubers, and derived products","food - seeds for planting*","food - stimulant crops, sugar crops, derived products, and additives**","food - vegetables and derived products","spatial & temporal - spatial extent [m2]","spatial & temporal - temporal resolution [d]","spatial & temporal - temporal extent [d]","spatial & temporal - spatial resolution [m2]","spatial & temporal - ref quan scale","spatial & temporal - geographic representation","spatial & temporal - hypothetical representation","spatial - East Asia & Pacific","spatial - Europe & Central Asia","spatial - Latin America & Caribbean","spatial - Middle East & North Africa","spatial - NA","spatial - North America","spatial - South Asia","spatial - Sub-Saharan Africa","per measure - communal","per measure - process-based simulation","per measure - spatially targeted?","per measure - private","per measure - public","per measure - effect-based simulation","gov - obj access","gov - obj availability","gov - obj environmental/climate","gov - obj health & wellbeing","gov - obj infrastructure, logistics & technology","gov - obj macro-economic","gov - obj other","gov - obj stability","gov - obj utilisation","gov - At-large processing","gov - At-large storage and custody","gov - At-large treatment","gov - Bearer-directed payments","gov - Bespoke messages","gov - Bounties","gov - Conditional tokens","gov - Conduits","gov - Contracts","gov - Enablements","gov - Group-targeted constraints","gov - Group-targeted messages","gov - Group-targeted transportation and distribution","gov - Group treatnent","gov - Open compacts","gov - Open permits","gov - Packaged self-serve messages","gov - Processing","gov - Propaganda","gov - Standard constraints","gov - Storage and custody","gov - Transfers","gov - Transport and distribution","per effect - intended?","per effect - global impact","per effect - impact within jurisdiction","per effect - impact outside jurisdiction","aff food consumers","aff food distributors transporters","aff food producers","aff food retailers","aff food storers and processors","aff food traders","aff generic agents","aff other non-food agents","aff political entities","FS - access","FS - availability","FS - stability","FS - utilisation","Document"
"1274","2",0.0807286796268046,-0.123749859015027,0.84232898159418,"no","no","no","no","no","no","no","yes","no","no","primary","no",0,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no",1.0021e+11,365,3652,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","Lee 2006"
"1275","4",0.240260823810355,-0.225540194132423,0.656247101496985,"no","no","no","no","no","no","no","yes","no","no","primary","no",0,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no",1.0021e+11,365,3652,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","Lee 2006"
"1276","2",-0.164539090368705,-0.308381691171339,0.959084842198337,"no","no","no","no","no","no","no","yes","no","no","primary","no",0,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no",1.0021e+11,365,3652,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","Lee 2006"
"1277","2",-0.731987889903501,-0.243168282914645,0.473312645989894,"no","no","no","no","no","no","no","yes","no","no","primary","no",0,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no",1.0021e+11,365,3652,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","Lee 2006"
"1278","2",-0.00127457505657417,-0.125074401441135,0.471572221778378,"no","no","no","no","no","no","no","yes","no","no","primary","no",0,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no",1.0021e+11,365,3652,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Lee 2006"
"1279","4",0.486193777003586,-0.270832044758605,0.636060301256316,"no","no","no","no","no","no","no","yes","no","no","primary","no",0,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no",1.0021e+11,365,3652,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","Lee 2006"
"1280","2",-0.486054936710271,-0.288460133540828,0.453125845749224,"no","no","no","no","no","no","no","yes","no","no","primary","no",0,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no",1.0021e+11,365,3652,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","Lee 2006"
"1281","4",0.326661632820036,-0.16904170964121,0.822142181353509,"no","no","no","no","no","no","no","yes","no","no","primary","no",0,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no",1.0021e+11,365,3652,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","Lee 2006"
"1282","4",0.0813938628245258,-0.353673541797521,0.938898041957667,"no","no","no","no","no","no","no","yes","no","no","primary","no",0,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no",1.0021e+11,365,3652,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","Lee 2006"
"1283","2",0.0899873118679439,-0.0514966847501813,0.488784880034325,"no","no","no","no","no","no","no","yes","no","no","secondary","no",0,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no",1.0021e+11,365,3652,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Lee 2006"
"1284","4",0.577455663928104,-0.197254328067651,0.653272959512262,"no","no","no","no","no","no","no","yes","no","no","secondary","no",0,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no",1.0021e+11,365,3652,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","Lee 2006"
"1285","2",-0.394793049785753,-0.214882416849874,0.470338504005171,"no","no","no","no","no","no","no","yes","no","no","secondary","no",0,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no",1.0021e+11,365,3652,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","Lee 2006"
"1286","4",0.417923519744553,-0.0954639929502557,0.839354839609456,"no","no","no","no","no","no","no","yes","no","no","secondary","no",0,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no",1.0021e+11,365,3652,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","Lee 2006"
"1287","4",0.172655749749044,-0.280095825106568,0.956110700213614,"no","no","no","no","no","no","no","yes","no","no","secondary","no",0,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no",1.0021e+11,365,3652,NA,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","Lee 2006"
"1288","4",2.33673784158961,-1.1800271743395,0.408269690465716,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",9.597e+12,NA,365,NA,6,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","Lin 2012"
"1289","4",2.32754728830528,-1.24344880305634,0.422220151050921,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",9.597e+12,NA,365,NA,6,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","Lin 2012"
"1290","4",2.16801514412173,-1.14165846793894,0.608302031148114,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",9.597e+12,NA,365,NA,6,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","no","no","no","no","no","yes","no","no","no","Lin 2012"
"1291","4",1.82635153082242,-0.978341003231947,0.316032831397828,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",9.597e+12,NA,365,NA,6,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Lin 2012"
"1292","4",2.32301043616691,-1.06067701783258,0.466570450290561,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",9.597e+12,NA,365,NA,6,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","Lin 2012"
"1293","4",1.81262412539973,-0.858990846725023,0.374333591222673,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",9.597e+12,NA,365,NA,6,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Lin 2012"
"1294","4",1.27258355897323,-1.01592016043375,0.437633856621586,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",9.597e+12,NA,365,NA,6,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no","no","Lin 2012"
"1295","4",2.50031761656659,-1.33311813327803,0.536105442029922,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",5.101e+14,NA,365,NA,6,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","Lin 2012"
"1296","4",2.49112706328226,-1.39653976199487,0.550055902615126,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",5.101e+14,NA,365,NA,6,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","Lin 2012"
"1297","4",2.33159491909871,-1.29474942687748,0.73613778271232,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",5.101e+14,NA,365,NA,6,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","no","no","no","no","no","yes","no","no","no","Lin 2012"
"1298","4",1.98993130579941,-1.13143196217048,0.443868582962034,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",5.101e+14,NA,365,NA,6,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Lin 2012"
"1299","4",2.4865902111439,-1.21376797677111,0.594406201854767,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",5.101e+14,NA,365,NA,6,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","Lin 2012"
"1300","4",1.97620390037671,-1.01208180566356,0.50216934278688,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",5.101e+14,NA,365,NA,6,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Lin 2012"
"1301","4",1.43616333395021,-1.16901111937228,0.565469608185792,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",5.101e+14,NA,365,NA,6,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no","no","Lin 2012"
"1302","4",2.41867806062443,-1.18454575620336,0.52945692433784,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",5.101e+14,NA,365,NA,4,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","Lin 2012"
"1303","4",2.4094875073401,-1.2479673849202,0.543407384923045,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",5.101e+14,NA,365,NA,4,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","Lin 2012"
"1304","4",2.24995536315655,-1.1461770498028,0.729489265020239,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",5.101e+14,NA,365,NA,4,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","no","no","no","no","no","yes","no","no","no","Lin 2012"
"1305","4",1.90829174985724,-0.982859585095803,0.437220065269953,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",5.101e+14,NA,365,NA,4,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Lin 2012"
"1306","4",2.40495065520173,-1.06519559969643,0.587757684162686,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",5.101e+14,NA,365,NA,4,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","Lin 2012"
"1307","4",1.89456434443455,-0.863509428588879,0.495520825094798,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",5.101e+14,NA,365,NA,4,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Lin 2012"
"1308","4",1.35452377800804,-1.0204387422976,0.55882109049371,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",5.101e+14,NA,365,NA,4,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no","no","Lin 2012"
"1309","4",2.25509828564744,-1.03145479726482,0.401621172773634,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",9.597e+12,NA,365,NA,4,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","Lin 2012"
"1310","4",2.24590773236311,-1.09487642598166,0.415571633358838,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",9.597e+12,NA,365,NA,4,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","Lin 2012"
"1311","4",2.08637558817956,-0.993086090864266,0.601653513456032,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",9.597e+12,NA,365,NA,4,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","no","no","no","no","no","yes","no","no","no","Lin 2012"
"1312","4",1.74471197488026,-0.829768626157268,0.309384313705746,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",9.597e+12,NA,365,NA,4,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","no","Lin 2012"
"1313","4",2.24137088022475,-0.912104640757897,0.459921932598479,"no","no","no","yes","no","no","no","no","no","no","secondary","no",0,"yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes",9.597e+12,NA,365,NA,4,"no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","assumed","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","Lin 2012"
